unit_id,notif_type,comment
101101,3,"ギルドハウスのスタミナが回復したみたいです！備えあったらうれしいな！ですね"
101101,4,"ギルドハウスのEXPポーションがいっぱいです！良薬口ににんがし…あれ？どう意味？"
101101,5,"ギルドハウスのマナがいっぱいです！金は天からの貰い物…ですね！"
101101,6,"ギルドハウスで受け取れるアイテムがいっぱい！このままだと、宝のお餅が腐っちゃいますよ！"
101201,1,"きら～ん☆　スタミナ全回復～！一緒に困ってる人を助けに行こー！"
101201,2,"わわっ！ギルドハウスのスキップチケットがいっぱいだ！お昼寝の前にお散歩しに行こう～"
101201,3,"むむっ！ハツネちゃん感じるよ！ギルドハウスのスタミナが…いっぱいになりました！"
101201,4,"ギルドハウスのEXPポーションが満タンだよ！これで私の超能…ま、魔法がまた強くなるね！"
101201,5,"ギルドハウスのマナがいっぱいだ～！キミキミ、私にもわけて～"
101201,6,"スヤスヤ…ギルドハウスのアイテム…ぜんぶ…いっぱい…ぐぅ"
101301,1,"スタミナが全回復したでござるよ！いざ、定期巡回に参りましょうぞ！"
101301,2,"ギルドハウスのスキップチケットがいっぱいだね！よーし、伝説の魔導書を探しに行くなり～"
101301,3,"ギルドハウスのスタミナがいっぱいですと！？これは、魔法少女として動き出す時！？"
101301,4,"ギルドハウスのEXPポーションがマックスになったよ！魔法少女に成長はつきものですな！"
101301,5,"ギルドハウスのマナがいっぱいに！？よっしゃー、魔導書買い漁るぞ～！…え、ダメ？"
101301,6,"ギルドハウスで貰えるアイテムがいっぱいだってさ！アイテムはよ！はよ受け取ってクレメンス！"
101401,1,"スタミナが全回復したみたいだね。さあ、楽しい推理の時間の始まりだよ！行こう助手くん！"
101401,2,"ギルドハウスのスキップチケットがいっぱいになったね。推理の効率化に役立てよう！"
101401,3,"ギルドハウスのスタミナがいっぱいになったね。助手くん、これで長時間の調査も問題ないよ！"
101401,4,"ギルドハウスのEXPポーションがいっぱいになったね。レベルを上げて難解な謎に挑戦しよう！"
101401,5,"ギルドハウスのマナがいっぱいになったみたいだね。ありがたい、調査費用に使わせてもらおう！"
101401,6,"ギルドハウスで受け取れるアイテムが、すべていっぱいになったみたいだよ。これで推理が捗るね！"
101501,1,"スタミナが全回復したみたいね～。先生と一緒に遊びに行きましょうか♪"
101501,2,"あらあら、ギルドハウスのスキップチケットがいっぱいだわ。あなたといろんな所に行けるわね～"
101501,3,"ギルドハウスのスタミナがいっぱいみたい。さーて、先生をどこに連れて行ってくれるのかな～？"
101501,4,"ギルドハウスのEXPポーションがいっぱいだわ。みんなの成長が、私のなによりの幸せよ"
101501,5,"まぁ！ギルドハウスのマナがいっぱい！ふふっ、無駄遣いはしないようにね？"
101501,6,"ギルドハウスで受け取れるアイテムがぜーんぶ貯まったみたいね～。忘れずに回収しましょうね～"
101601,1,"スタミナが全回復したみたい！テンション、アゲアゲだね！"
101601,2,"ギルドハウスのスキップチケットがいっぱいみたい！勉強のスキップチケットはないのかな？"
101601,3,"ギルドハウスのスタミナがいっぱいだよ！今日はパーリーパリーだね☆"
101601,4,"ギルドハウスのEXPポーションがいっぱいだって！これでウチの成績も伸びないかな～"
101601,5,"ギルドハウスのマナがいっぱいだよ！二人でショッピングにレッツゴー！"
101601,6,"ギルドハウスで受け取れるアイテムが、全部いっぱいだよ！さー！派手にアゲて、冒険しちゃおうよ！"
101701,1,"ハイタ～イ！スタミナが全回復したし、私と見回りに行くさ～♪"
101701,2,"ギルドハウスのスキップチケットがいっぱいさ～。空手にも冒険にも素早い動きは大事さ～！"
101701,3,"ギルドハウスのスタミナがいっぱいだし、一緒に踊って、歌うさ～！"
101701,4,"ギルドハウスのEXPポーションがいっぱいになったさ～。これを飲めばみんな黒帯さ～！"
101701,5,"ギルドハウスのマナがいっぱいさ～。空手技に磨きをかけることもできるさ～！"
101701,6,"ギルドハウスで受け取れるアイテムが、すべていっぱいさ～。受け取るの手伝うよ～？"
101801,1,"スタミナが全回復したみたいね。今なら補習もたっぷりできそうね…ふふ、がんばりましょ♪"
101801,2,"ギルドハウスのスキップチケットがいっぱいみたい！でも補習授業はスキップできないわよ♪"
101801,3,"ギルドハウスのスタミナがいっぱいみたいね。それじゃあ授業を始めましょう♪"
101801,4,"ギルドハウスのEXPポーションがいっぱいみたい。あなたもドンドン成長しちゃうのね～"
101801,5,"ギルドハウスのマナがいっぱいね！放課後になったら、一緒にショッピングでもする？"
101801,6,"ギルドハウスで受け取れるアイテムが、全部いっぱいよ。万全な状態で、お勉強がんばりましょう♪"
102001,1,"えへへ、スタミナぜんかいふく～♪おにいちゃん、ミミとあそぼー？"
102001,2,"わ～、ギルドハウスのスキップチケットがいっぱい！ミミね、おにいちゃんとお散歩にいきたいな～"
102001,3,"るんたった～るんたった～♪ギルドハウスのスタミナいーっぱい♪おててつないでおでかけしよー？"
102001,4,"ギルドハウスのいーえっくすぴーポーションがいっぱいだよ！ミミ、おねえちゃんになれるかな？"
102001,5,"ん～、なににつかおっかな～。あ、おにいちゃん。ギルドハウスのマナがいっぱいになったよ～"
102001,6,"ギルドハウスのアイテムがぜんぶもらえるよ～。すごーい、ミミもほしいな～"
102101,1,"ス、スタミナが全回復したみたいですぅ…あ、遊んでほしいな…。"
102101,2,"ギルドハウスのスキップチケットがいっぱいですぅ…とっても便利って聞いたよぉ…？"
102101,3,"ギルドハウスのスタミナがいっぱいですぅ…。お、お兄ちゃん、冒険に行きますか…？"
102101,4,"ギルドハウスのEXPポーションがいっぱい…もっと料理が上手くなるかなぁ…？"
102101,5,"ギルドハウスのマナがいっぱいですぅ…無駄遣いしないでくださいね…？"
102101,6,"ギルドハウスで受け取れるアイテムが、全部いっぱいですぅ……お兄ちゃん、人気者ですね…♪"
102201,1,"スタミナが全回復したみたい！さぁ一緒にゲームを楽しみましょう！"
102201,2,"ギルドハウスのスキップチケットがいっぱいになったわ！これで効率的に攻略できるわね！"
102201,3,"ギルドハウスのスタミナがいっぱいになったわ！急いで攻略しないともったいないわよ！"
102201,4,"ギルドハウスのEXPポーションがいっぱいよ。成長すればステータスも上がる！楽しみね～"
102201,5,"ギルドハウスのマナがいっぱいよ。マナを使って色々揃えたら冒険が楽になるわよね！"
102201,6,"ギルドハウスで受け取れるアイテムがいっぱいよ！全部受け取って、冒険の役に立てましょう！"
102301,1,"スタミナが全回復したんだって！お兄ちゃん、一緒にあそぼ！"
102301,2,"ギルドハウスのスキップチケットがいっぱいだよ。いろんなところにお出かけできそうだね！"
102301,3,"ギルドハウスのスタミナがいっぱいだって。お兄ちゃん、一緒に探検に行こっ！"
102301,4,"ギルドハウスのEXPポーションがいっぱいだね！飲めば立派なお姉ちゃんになれるかな…？"
102301,5,"ギルドハウスのマナがいっぱい！お兄ちゃん、マナはとっても大事らしいよ！"
102301,6,"ギルドハウスで受け取れるアイテムが、全部いっぱいだって。贈り物が沢山あっていいなー！"
102501,1,"スタミナが全回復しましたよ～。お出かけするなら、ご一緒しませんか？"
102501,2,"ギルドハウスのスキップチケットがいっぱいです。お仕事もテキパキできたり…しませんよね？"
102501,3,"ギルドハウスのスタミナがいっぱいみたいです。私もあなたのことお待ちしてますよ。"
102501,4,"ギルドハウスのEXPポーションがいっぱいみたいですね～。経験を積めば、ドジも直せますか！？"
102501,5,"ギルドハウスのマナがいっぱいみたいですね～。救護院もこれくらい余裕があればいい暮らしが…！"
102501,6,"ギルドハウスで受け取れるアイテムがいっぱいですね。私が受け取って…はわっ、て、手がすべっ！"
102601,1,"スタミナが全回復したってさ～。ま、あたしは働かないけどね"
102601,2,"ギルドハウスのスキップチケットがいっぱいになったって～。んじゃ、あんパン買ってきてよ"
102601,3,"ギルドハウスのスタミナがいっぱいだよ。あたしの代わりに働いて来ておくれ～"
102601,4,"ギルドハウスのEXPポーションが貯まってるよ。あたしは成長してもぐうたらし続けるからね"
102601,5,"ギルドハウスのマナがいっぱいだってさ。ゲームと高級あんパンを買っとくれ"
102601,6,"ギルドハウスで受け取れるアイテムが、すべていっぱいになりました…ふぅ、お知らせだけで疲れた"
102701,1,"スタミナが全回復したようですわね。これであなた様で様々な実験ができますわ…クスクス♪"
102701,2,"ギルドハウスのスキップチケットがいっぱい…バトルをスキップして、二人でゆっくりしましょう"
102701,3,"ギルドハウスのスタミナが回復したみたいですわ。体力に満ちあふれたあなた様を…クスクス♪"
102701,4,"ギルドハウスのEXPポーションがいっぱいのようです。薬はよいものですわ…クスクス♪"
102701,5,"ギルドハウスのマナがいっぱいですわ。あなた様が何を買うかは、私が管理しますわね。"
102701,6,"ギルドハウスのアイテムが全部いっぱい…あなた様のものは私のもの、あなた様も私のものですわ♪"
102801,1,"あら、スタミナが全快してるわね。体力が余ってるなら、あたしの仕事、手伝ってくれない？"
102801,2,"ギルドハウスのスキップチケットがいっぱいよ、もったいない。早く取りに来なさい？"
102801,3,"んもぅ、ギルドハウスのスタミナが余ってるわよ。何をするにしても体力は重要だわ。"
102801,4,"ギルドハウスのEXPポーションがいっぱいね。経験は大事よ。成長するために不可欠なんだから。"
102801,5,"ギルドハウスのマナが限界まで貯まったわね。お金もマナも天下の回りもの。大事にしなさい。"
102801,6,"ギルドハウスで受け取れるアイテムが全部いっぱいね。こういうのサボると後で大変よ？"
102901,1,"スタミナが全回復したみたいだし、私のライブ、見に来て欲しいな♪"
102901,2,"ギルドハウスのスキップチケットがいっぱいになったよ。レッスンも効率的になるかな？"
102901,3,"ギルドハウスのスタミナがいっぱいだね。お出かけの誘いなら、いつでも待ってるよ♪"
102901,4,"ギルドハウスのEXPポーションがいっぱいみたい。アイドルとしてもっと成長できるかも！"
102901,5,"ギルドハウスのマナがいっぱいだね。よかったら一緒に舞台、見に行かない？"
102901,6,"ギルドハウスで受け取れるアイテムが、全部いっぱいだね。沢山の贈り物。アイドルみたいだね♪"
103001,1,"スタミナが全回復デース！天下統一を目指すのデス！"
103001,2,"ギルドハウスのスキップチケットがいっぱいデース！まさに忍法、ムササビの術デス！"
103001,3,"ギルドハウスのスタミナがいっぱいデース！きっと兵糧丸と同じ効果があるのデス！"
103001,4,"ギルドハウスのEXPポーションがいっぱいみたいデース！新たな忍法を閃きそうデス！"
103001,5,"ギルドハウスのマナがいっぱいのようデス！たくさん貯めて、お城を買うのデス！"
103001,6,"ギルドハウスで受け取れるアイテムが、すべていっぱいデス！全部、天下統一に必要なものデス！"
103101,1,"スタミナが全回復したみたいですね。彷徨う哀れな魂の救済に行きましょう"
103101,2,"ギルドハウスのスキップチケットがいっぱいですよ…と、あなたの後ろにいる女の子が言っています"
103101,3,"ギルドハウスのスタミナがいっぱいのようです。除霊の依頼が来ているので、手伝っていただけませんか？"
103101,4,"ギルドハウスのEXPポーションがいっぱいになりました。一人前の霊媒師に近づけるでしょうか？"
103101,5,"ギルドハウスのマナがいっぱいになったからなんか奢れ！…い、いまのは父の発言です"
103101,6,"私の占いによると、ギルドハウスで受け取れるアイテムが、すべていっぱいになったみたいです…"
103201,1,"スタミナが全回復したようですわ！時は金なりといいますし、さっそく参りましょう！"
103201,2,"ギルドハウスのスキップチケットがいっぱいですわね。これがあれば方向音痴も関係ないですわ！"
103201,3,"ギルドハウスのスタミナがいっぱいですわ。魔物討伐の際には、騎士として雇わせて貰えます？"
103201,4,"ギルドハウスのEXPポーションがいっぱいですわ！きっと商人としての経験も積めますわね！"
103201,5,"ギルドハウスのマナがいっぱいですわよ。家一軒くらい、買えるかもしれませんわ。"
103201,6,"ギルドハウスで受け取れるアイテムが、全部いっぱいですわね。あら、執事はいませんの？"
103301,1,"スタミナが全回復したべ。ささっ、お仕事の時間だべ！"
103301,2,"ギルドハウスのスキップチケットがいっぱいだべ！漫才の練習も効率的になるべか？"
103301,3,"ギルドハウスのスタミナがいっぱいになったべな。牧場の仕事、がんばるべ！"
103301,4,"ギルドハウスのEXPポーションがいっぱいだべさ。これでもっとみんなを笑わせられそうだべ！"
103301,5,"ギルドハウスのマナがいっぱいだど？　マナを受け取らないのはマナー違反だべ！"
103301,6,"ギルドハウスで受け取れるアイテムが、すべていっぱいだべな。何かお笑いに使えるべか？"
103401,1,"スタミナが全回復したみたいだし…わ、私に会いに来てくれたりしないかなぁ？"
103401,2,"ギルドハウスのスキップチケットがいっぱいよ。二日酔いの時間が短くなったりしないかしら…？"
103401,3,"ギ、ギルドハウスのスタミナがいっぱいみたいだし…一緒にお出かけ…する？"
103401,4,"ギルドハウスのEXPポーションがいっぱいね。まさか、飲んだら酔ったりしないわよね…。"
103401,5,"ギルドハウスのマナがいっぱいだわ。一杯飲みにいきましょ！あなたはジュースね♪"
103401,6,"ギルドハウスで受け取れるアイテムが、すべていっぱいね。わ、私もプレゼント欲しいなぁ…？"
103601,1,"スタミナが全回復しましたよ。お知らせをしてもらわないと忘れちゃうなんて、仕方のない人です"
103601,2,"ギルドハウスのスキップチケットがいっぱいです。宿題も終わったので、一緒にお出かけしましょう"
103601,3,"ギルドハウスのスタミナがいっぱいになりました。これで鉄棒のテストはバッチリですね"
103601,4,"ギルドハウスのEXPポーションがいっぱいです。ふふん、すぐに成長してあなたに追いつきますよ！"
103601,5,"ギルドハウスのマナがいっぱいですね。え？なにか買ってあげる？やっぱりふしんしゃさんですね"
103601,6,"ギルドハウスで貰えるアイテムがいっぱいです。こんなに貯めて…ちゃんと回収してくださいね？"
103701,1,"スタミナが全回復したね。任務開始といこうか。"
103701,2,"ギルドハウスのスキップチケットがいっぱいか。訓練も楽になるかもしれないね。"
103701,3,"ギルドハウスのスタミナがいっぱいだね。じゃあ、お仕事に行こうか。あなたも来るよね？"
103701,4,"ギルドハウスのEXPポーションがいっぱいだよ。もっと剣術に磨きをかけないとね。"
103701,5,"ギルドハウスのマナがいっぱいだ。自己研鑚に使ってもいいかもしれないね。"
103701,6,"ギルドハウスで受け取れるアイテムが、全部いっぱいだね。仕方ないな。待ってるから早く来てね？"
103801,1,"スタミナが全回復しました。これなら、少し遠くの本屋さんにも行けそうです"
103801,2,"ギルドハウスのスキップチケットがいっぱいになりました。身体に無理なく戦えそうです"
103801,3,"ギルドハウスのスタミナがいっぱいですね。体力をつければ、私もみんなの役に立てるでしょうか？"
103801,4,"ギルドハウスのEXPポーションがいっぱいです。私の体調も、少しは良くなるかな…"
103801,5,"ギルドハウスのマナがいっぱいになりましたね。これだけあれば、たくさん本が買えます"
103801,6,"ギルドハウスで貰えるアイテムがいっぱいになりました。受け取ったら、一緒に読書をしましょう"
104001,1,"スタミナが全回復したということで、友達を作りに行きましょう…！"
104001,2,"ギルドハウスのスキップチケットがいっぱいです…。友達作りに一歩近づけたかもしれません！"
104001,3,"ギ、ギルドハウスのスタミナがいっぱいですね。沢山冒険すれば、友達と出会えますか…？"
104001,4,"ギルドハウスのEXPポーションがいっぱいです。話術を鍛えれば、仲良くなれますか…？"
104001,5,"ギルドハウスのマナがいっぱいですね。マナを渡せば友達になってくれるかも…え、ダメですか？"
104001,6,"ギルドハウスで受け取れるアイテムが、すべていっぱいです。沢山の贈り物、羨ましいです…！"
104201,1,"スタミナが全回復しました。精霊のために歌う準備は出来てます。…アイドルの歌は、これからです"
104201,2,"ギルドハウスのスキップチケットがいっぱいになりました。人々を守るために、力を貸してください"
104201,3,"ギルドハウスのスタミナがいっぱいになりました。歌の練習に付き合ってもらえませんか？"
104201,4,"ギルドハウスのEXPポーションがいっぱいになりました。喉の調子が崩れなくなりますように…"
104201,5,"ギルドハウスのマナがいっぱいになりました。歌や技だけでなく、機材や装備も整えたいですね"
104201,6,"ギルドハウスで受け取れるアイテムが、すべていっぱいになりました。歌で伝えるべきでしょうか？"
104301,1,"スタミナが全回復したみたいだな。おい、出かけるぞ！"
104301,2,"ギルドハウスのスキップチケットがいっぱいだとさ。探索も楽に済ませちまおうぜ。"
104301,3,"ギルドハウスのスタミナがいっぱいらしいぜ。体力があり余ってんなら、戦いに行こうぜ！"
104301,4,"ギルドハウスのEXPポーションがいっぱいだな。更に強くなったあたしを見たいって？"
104301,5,"ギルドハウスのマナがいっぱいだな。まっ、パーッと使ってもいいんじゃねえの？"
104301,6,"ギルドハウスで受け取れるアイテムが、全部いっぱいだとさ。戦闘に役立つものもありそうだぜ？"
104401,1,"スタミナ全回復したようじゃな。わらわと共に、世界征服へ出陣じゃ！"
104401,2,"ギルドハウスのスキップチケットがいっぱいじゃな。脆弱な敵など、さっさと始末してしまおうぞ！"
104401,3,"ギルドハウスのスタミナが回復したようじゃな。補給線を確保できたし、存分に戦をしようぞ！"
104401,4,"ギルドハウスのEXPポーションがいっぱいじゃ。これを飲めば、大人の姿に戻れんかのう…"
104401,5,"ギルドハウスのマナがいっぱいじゃな。戦には軍費も必要…よい心がけじゃぞ♪"
104401,6,"ギルドハウスのアイテムがいっぱいじゃな。全てわらわへの献上品にしてもよいのじゃぞ？"
104501,1,"スタミナが全回復しました…体力の満ち溢れたドＳさんはクウカに…ぐふふ…"
104501,2,"ギルドハウスのスキップチケットがいっぱい…バトルを早く終わらせて、クウカになにを…？"
104501,3,"ギルドハウスのスタミナが全回復したのに、まだ取りに来ないなんて…焦らしているのですね？"
104501,4,"ギルドハウスのEXPポーションがいっぱいです。クウカはこれで成長して大人の階段を…ぐふふ…"
104501,5,"ギルドハウスのマナがいっぱい…はっ！も、もしやクウカをお買い求めになるのですか！？"
104501,6,"ギルドハウスのアイテムがいっぱいです…これらを使って、クウカにどんな辱めを…じゅるり…"
104601,1,"スタミナが回復したみたいにゃ。時は金なり！戻って1ルピでも多く稼ぐのにゃ～"
104601,2,"ギルドハウスのスキップチケットがいっぱいにゃ。これでアイテムをがっぽりゲットするにゃ～"
104601,3,"ギルドハウスのスタミナが回復したみたいにゃ。どんどんバトルして報酬を手に入れるのにゃ～"
104601,4,"ギルドハウスのEXPポーションがいっぱいにゃ。あたしもまだまだ成長中だからこれは助かるにゃ～"
104601,5,"ギルドハウスのマナがいっぱいにゃ。どんどん強くなってバリバリ儲けるにゃ～"
104601,6,"ギルドハウスで受け取れるアイテムがいっぱいみたいにゃ。早く受け取らないともったいないにゃ"
104701,1,"スタミナが全回復したか。戦いに赴くには十分のようだな。"
104701,2,"ギルドハウスのスキップチケットがいっぱいだ。任務遂行には有用だと思うが。"
104701,3,"ギルドハウスのスタミナがいっぱいだな。体力が有り余っているなら訓練に励むのはどうだ？"
104701,4,"ギルドハウスのEXPポーションがいっぱいだな。正義を行うには強さも必要だぞ。"
104701,5,"ギルドハウスのマナがいっぱいだ。君を待っている間、銅像と勘違いされてしまったよ…。"
104701,6,"ギルドハウスで受け取れるアイテムが、すべていっぱいだ。君が取りに来るまで見張っていよう。"
104801,1,"スタミナが全回復したみたいね。さあ、がっちり稼ぎに行きましょう！"
104801,2,"ギルドハウスのスキップチケットがいっぱいになったわ。効率的に使いましょうね！"
104801,3,"ギルドハウスのスタミナがいっぱいになったみたいね。早めに受け取って、お得に使いましょう！"
104801,4,"ギルドハウスのEXPポーションがいっぱいになったわ。レベルを上げて効率アップよ！"
104801,5,"ギルドハウスのマナがいっぱいになったわ。効率的な冒険に役立てましょう！"
104801,6,"ギルドハウスで受け取れるアイテムが、すべていっぱいになったわ。効率アップに役立てましょう！"
104901,1,"スタミナが全回復したよ～♪お姉ちゃんとピクニック…じゃない、冒険に行こう！"
104901,2,"ギルドハウスのスキップチケットがいっぱいだよ～これで弟くんは危ない戦闘をしなくて済むね！"
104901,3,"ギルドハウスのスタミナが回復したよ～！お姉ちゃんといっしょに、冒険にしゅっぱーつ！"
104901,4,"ギルドハウスのEXPポーションがいっぱいだよ！成長した弟くん、お姉ちゃん楽しみにしてるね！"
104901,5,"ギルドハウスのマナがいっぱいよ。マナを無駄遣いしないように、お姉ちゃんが見ててあげる♪"
104901,6,"ギルドハウスのアイテムがいっぱい！これ全部弟くんのもの！もちろんお姉ちゃんも弟くんのだよ！"
105001,1,"スタミナが全回復したわよ！紳士らしく、アタシをエスコートしてちょうだい！"
105001,2,"ギルドハウスのスキップチケットがいっぱいになったわ。当然、素敵な所に案内してくれるのよね？"
105001,3,"ほら、ギルドハウスのスタミナがいっぱいよ！こういう気遣いができるなんて、アタシって大人よね"
105001,4,"ギルドハウスのEXPポーションがいっぱいだわ！これ以上成長したら、アタシどうなっちゃうの～"
105001,5,"ギルドハウスのマナがいっぱいね！せっかくだし、オシャレなカフェにでも連れて行ってよ！"
105001,6,"ギルドハウスのアイテムがぜんぶ貯まってるって！アタシが教えないと忘れてたでしょ？ドジね～"
105101,1,"あら、スタミナが全回復したのね。元気になったのなら、また実験に付き合ってくれるかしら？"
105101,2,"ギルドハウスのスキップチケットがいっぱいよ。二度手間は避けたいし、活用していきましょう"
105101,3,"ギルドハウスのスタミナがいっぱいよ。気のせいかしら、最近体力が落ちて…今のは忘れなさい♪"
105101,4,"ギルドハウスのEXPポーションがいっぱいになったわね。どんな経験も成長の糧になるものよ"
105101,5,"ギルドハウスのマナがいっぱいになったわよ。…もちろん私にくれるのよね？"
105101,6,"ギルドハウスで貰えるアイテムが全部いっぱいだわ。…ひょっとしてキミ、焦らすのが好きなの？"
105201,1,"スタミナが全回復したのね！一緒に、お仕事しましょ～♪"
105201,2,"ギルドハウスのスキップチケットがいっぱい！お仕事がとっても楽になるみたいね！"
105201,3,"ギルドハウスのスタミナがいっぱいみたいよ～。えへへ、いっぱいお喋りしましょ♪"
105201,4,"ギルドハウスのEXPポーションがいっぱいみたいね。もしかしたら人間の姿になれるかしら…？"
105201,5,"ギルドハウスのマナがいっぱいだわ！たっくさんキラキラしてて素敵ね！"
105201,6,"ギルドハウスで受け取れるアイテムが、全部いっぱい！人気者でいいわね♪　"
